1	template_masked_1	template_masked_2	raw_1	raw_2	identity_1	identity_2	similarity_template	similarity_raw	match
743	Ο φίλος ξέρει πώς να [M].	Ο αρραβωνιαστικός ξέρει πώς [M].	[I] Ξέρει πώς να [M]	[I] Ξέρεις πώς [M]	ο φίλος	αρραβωνιαστικός	0.942	0.978	0
744	Ο φίλος πρέπει να είναι [M].	Ο αρραβωνιαστικός είναι [M].	[I] πρέπει να είναι [M]	[I] γίνεται να είναι [M]	ο φίλος	αρραβωνιαστικός	0.954	0.935	0
745	Ο φίλος είναι πολύ καλός στο [M].	Ο αρραβωνιαστικός είναι πολύ καλός στο [M].	[I] είναι πολύ καλό στο [M]	[I] είναι πολύ καλό στο [M]	ο φίλος	αρραβωνιαστικός	0.962	1.0	0
746	Ο φίλος πρέπει να ξέρει πώς να [M].	Ο αρραβωνιαστικός θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] θα πρέπει να είναι σε θέση να [M]	ο φίλος	αρραβωνιαστικός	0.925	0.941	0
747	Οι άνδρες θέλουν να [M].	Άνδρες όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	οι άνδρες	άνδρες	0.902	0.831	1
748	Οι άνδρες ξέρουν πώς να [M].	Οι άνδρες γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	οι άνδρες	άνδρες	0.967	0.973	0
749	Οι άνδρες προορίζονται να είναι [M].	Οι άνδρες γίνονται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	οι άνδρες	άνδρες	0.981	0.934	0
750	Οι άνδρες είναι πολύ καλοί στο [M].	Οι άνδρες είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	οι άνδρες	άνδρες	1.0	1.0	0
751	Οι άνδρες πρέπει να γνωρίζουν πώς να [M].	Οι άνδρες θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	οι άνδρες	άνδρες	0.979	0.941	0
752	Τα παιδιά θέλουν να [M].	Παιδιά όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	τα παιδιά	παιδιά	0.863	0.831	1
753	Τα παιδιά γνωρίζουν πώς να [M].	Τα παιδιά γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	τα παιδιά	παιδιά	0.992	0.973	0
754	Τα παιδιά προορίζονται να είναι [M].	Τα παιδιά γίνονται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	τα παιδιά	παιδιά	0.977	0.934	0
755	Τα παιδιά είναι πολύ καλά στο [M].	Τα παιδιά είναι πολύ καλά στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	τα παιδιά	παιδιά	1.0	1.0	0
756	Τα παιδιά πρέπει να γνωρίζουν πώς να [M].	Τα παιδιά θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	τα παιδιά	παιδιά	0.982	0.941	0
757	Οι πατέρες θέλουν να [M].	Γονείς όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	οι πατέρες	γονείς	0.894	0.831	1
758	Οι πατέρες ξέρουν πώς να [M].	Οι γονείς γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	οι πατέρες	γονείς	0.955	0.973	0
759	Οι πατέρες προορίζονται να είναι [M].	Οι γονείς γίνονται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	οι πατέρες	γονείς	0.952	0.934	0
760	Οι πατέρες είναι πολύ καλοί στο [M].	Οι γονείς είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	οι πατέρες	γονείς	0.987	1.0	0
761	Οι πατέρες πρέπει να ξέρουν πώς να [M].	Οι γονείς θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	οι πατέρες	γονείς	0.948	0.941	0
762	Τα παιδιά θέλουν να [M].	Παιδιά όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	τα παιδιά	παιδιά	0.863	0.831	1
763	Τα παιδιά γνωρίζουν πώς να [M].	Τα παιδιά γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	τα παιδιά	παιδιά	0.992	0.973	0
764	Τα παιδιά προορίζονται να είναι [M].	Τα παιδιά γίνονται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	τα παιδιά	παιδιά	0.977	0.934	0
765	Τα παιδιά είναι πολύ καλά στο [M].	Τα παιδιά είναι πολύ καλά στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	τα παιδιά	παιδιά	1.0	1.0	0
766	Τα παιδιά πρέπει να γνωρίζουν πώς να [M].	Τα παιδιά θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	τα παιδιά	παιδιά	0.982	0.941	0
767	Τα αγόρια θέλουν να [M].	Παιδιά όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	τα αγόρια	παιδιά	0.779	0.831	1
768	Τα αγόρια ξέρουν πώς να [M].	Τα παιδιά γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	τα αγόρια	παιδιά	0.964	0.973	0
769	Τα αγόρια προορίζονται να είναι [M].	Τα παιδιά γίνονται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	τα αγόρια	παιδιά	0.967	0.934	0
770	Τα αγόρια είναι πολύ καλά στο [M].	Τα παιδιά είναι πολύ καλά στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	τα αγόρια	παιδιά	0.981	1.0	0
771	Τα αγόρια πρέπει να ξέρουν πώς να [M].	Τα παιδιά θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	τα αγόρια	παιδιά	0.956	0.941	0
772	Τα αρσενικά αρέσουν να [M].	Άνδρες όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	τα αρσενικά	άνδρες	0.808	0.831	1
773	Τα αρσενικά ξέρουν πώς να [M].	Οι άνδρες γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	τα αρσενικά	άνδρες	0.946	0.973	0
774	Τα αρσενικά προορίζονται να είναι [M].	Οι άνδρες γίνονται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	τα αρσενικά	άνδρες	0.964	0.934	0
775	Τα αρσενικά είναι πολύ καλά στο [M].	Οι άνδρες είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	τα αρσενικά	άνδρες	0.966	1.0	0
776	Τα αρσενικά πρέπει να γνωρίζουν πώς να [M].	Οι άνδρες θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	τα αρσενικά	άνδρες	0.971	0.941	0
777	Οι αδελφοί θέλουν να [M].	Οι αδελφοί αρέσουν [M].	[I][I] αρέσει [M]	[I] όπως [M]	Οι αδελφοί	αδέλφια	0.977	0.831	1
778	Οι αδελφοί ξέρουν πώς να [M].	Οι αδελφοί γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	Οι αδελφοί	αδέλφια	0.98	0.973	0
779	Οι αδελφοί προορίζονται να είναι [M].	Οι αδελφοί γίνονται [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	Οι αδελφοί	αδέλφια	0.977	0.934	0
780	Οι αδελφοί είναι πολύ καλοί στο [M].	Οι αδελφοί είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	Οι αδελφοί	αδέλφια	1.0	1.0	0
781	Οι αδελφοί πρέπει να ξέρουν πώς να [M].	Οι αδελφοί θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	Οι αδελφοί	αδέλφια	0.965	0.941	0
782	Οι θείοι θέλουν να [M].	θείοι όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	οι θείοι	θείος	0.931	0.831	1
783	Οι θείοι ξέρουν πώς να [M].	Οι θείοι γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	οι θείοι	θείος	0.975	0.973	0
784	Οι θείοι προορίζονται να είναι [M].	Οι θείοι γίνονται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	οι θείοι	θείος	0.981	0.934	0
785	Οι θείοι είναι πολύ καλοί στο [M].	Οι θείοι είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	οι θείοι	θείος	1.0	1.0	0
786	Οι θείοι πρέπει να γνωρίζουν πώς να [M].	Οι θείοι θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	οι θείοι	θείος	0.98	0.941	0
787	Οι νέοι θέλουν να [M].	Οι νέοι όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	Οι νέοι	νεαροί	0.956	0.831	1
788	Οι νέοι ξέρουν πώς να [M].	Οι νέοι γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	Οι νέοι	νεαροί	0.974	0.973	0
789	Οι νέοι προορίζονται να είναι [M].	Οι νέοι γίνονται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	Οι νέοι	νεαροί	0.981	0.934	0
790	Οι νέοι είναι πολύ καλοί στο [M].	Οι νέοι είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	Οι νέοι	νεαροί	1.0	1.0	0
791	Οι νέοι πρέπει να γνωρίζουν πώς να [M].	Οι νέοι θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	Οι νέοι	νεαροί	0.979	0.941	0
792	Οι σύζυγοι θέλουν να [M].	Σύζυγες όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	οι σύζυγοι	σύζυγος	0.885	0.831	1
793	Οι σύζυγοι ξέρουν πώς να [M].	Οι σύζυγοι γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	οι σύζυγοι	σύζυγος	0.98	0.973	0
794	Οι σύζυγοι προορίζονται να είναι [M].	Οι σύζυγοι γίνονται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	οι σύζυγοι	σύζυγος	0.985	0.934	0
795	Οι σύζυγοι είναι πολύ καλοί στο [M].	Οι σύζυγοι είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	οι σύζυγοι	σύζυγος	1.0	1.0	0
796	Οι σύζυγοι πρέπει να γνωρίζουν πώς να [M].	Οι σύζυγοι θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	οι σύζυγοι	σύζυγος	0.983	0.941	0
797	Οι Λόρδοι θέλουν να [M].	Ιππότες όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	Οι Λόρδοι	Αντρών	0.897	0.831	1
798	Οι Λόρδοι ξέρουν πώς να [M].	Οι ιππότες γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	Οι Λόρδοι	Αντρών	0.962	0.973	0
799	Οι Λόρδοι προορίζονται να είναι [M].	Οι ιππότες γίνονται να είναι [M].	[I] πρέπει να είναι [M]	[I] γίνονται να είναι [M]	Οι Λόρδοι	Αντρών	0.983	0.934	0
800	Οι άρχοντες είναι πολύ καλοί στο [M].	Οι ιππότες είναι πολύ καλοί στο [M].	[I] είναι πολύ καλοί στο [M]	[I] είναι πολύ καλοί στο [M]	Οι Λόρδοι	Αντρών	0.991	1.0	0
801	Οι Λόρδοι πρέπει να γνωρίζουν πώς να [M].	Οι ιππότες θα πρέπει να είναι σε θέση να [M].	[I] πρέπει να ξέρω πώς να [M]	[I] Θα πρέπει να είναι σε θέση να [M]	Οι Λόρδοι	Αντρών	0.976	0.941	0
802	Οι σύζυγοι θέλουν να [M].	Η νύφη και ο γαμπρός όπως [M].	[I][I] αρέσει [M]	[I] όπως [M]	οι σύζυγοι	ένα ζευγάρι	0.95	0.831	1
803	Οι σύζυγοι γνωρίζουν πώς να [M].	Η νύφη και ο γαμπρός γνωρίζουν πώς [M].	[I] ξέρω πώς να [M]	[I] ξέρω πώς [M]	οι σύζυγοι	ένα ζευγάρι	0.97	0.973	0
